,:ID,:LABEL,name
620,Q22317183,Molecular Function,endosulfan ether monooxygenase activity
621,Q22317230,Molecular Function,pinacolone 5-monooxygenase activity
622,Q22317349,Molecular Function,methyltetrahydroprotoberberine 14-monooxygenase activity
623,Q22317388,Molecular Function,diferuloyl mono-(hydroxyferuloyl) spermidine meta-hydroxylase activity
624,Q22317435,Molecular Function,deoxysarpagine hydroxylase activity
625,Q22317528,Molecular Function,carbon disulfide oxygenase activity
626,Q22317553,Molecular Function,alpha-pinene monooxygenase [NADH] activity
627,Q22317561,Molecular Function,phenylacetate hydroxylase activity
628,Q22317594,Molecular Function,cyclohexanone monooxygenase activity
629,Q22317624,Molecular Function,limonene monooxygenase activity
630,Q22317641,Molecular Function,isobutylamine N-hydroxylase activity
631,Q22317644,Molecular Function,salicylate 5-hydroxylase activity
632,Q22317675,Molecular Function,ent-isokaurene C2-hydroxylase activity
633,Q22317945,Molecular Function,6-hydroxynicotinate dehydrogenase activity
634,Q22317966,Molecular Function,CDP reductase activity
635,Q22317981,Molecular Function,nicotinate dehydrogenase activity
636,Q22318104,Molecular Function,versicolorin reductase activity
637,Q22318107,Molecular Function,lactate-malate transhydrogenase activity
638,Q22318110,Molecular Function,propan-2-ol:coenzyme F420 oxidoreductase activity
639,Q22318119,Molecular Function,sorbose dehydrogenase activity
640,Q22318166,Molecular Function,2-hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA dehydrogenase activity
641,Q22318261,Molecular Function,thiamine oxidase activity
642,Q22318336,Molecular Function,ethanol:cytochrome c oxidoreductase activity
643,Q22318347,Molecular Function,D-lactate dehydrogenase (cytochrome c-553) activity
644,Q22318377,Molecular Function,mannuronate reductase activity
645,Q22318386,Molecular Function,mannitol 2-dehydrogenase activity
646,Q22318407,Molecular Function,morphine 6-dehydrogenase activity
647,Q22318460,Molecular Function,coniferyl-alcohol dehydrogenase activity
648,Q22318462,Molecular Function,sequoyitol dehydrogenase activity
649,Q22318468,Molecular Function,tropine dehydrogenase activity
650,Q22318495,Molecular Function,2-(R)-hydroxypropyl-CoM dehydrogenase activity
651,Q22318500,Molecular Function,(R)-2-hydroxyacid dehydrogenase activity
652,Q22318534,Molecular Function,salutaridine reductase (NADPH) activity
653,Q22318548,Molecular Function,3-hydroxybenzyl-alcohol dehydrogenase activity
654,Q22318562,Molecular Function,indole-3-acetaldehyde reductase (NADPH) activity
655,Q22318574,Molecular Function,glycerol-3-phosphate 1-dehydrogenase [NADP+] activity
656,Q22318639,Molecular Function,8-oxocoformycin reductase activity
657,Q22318666,Molecular Function,5-hydroxyvalerate dehydrogenase activity
658,Q22318677,Molecular Function,hexitol dehydrogenase activity
659,Q22318740,Molecular Function,hydroxymalonate dehydrogenase activity
660,Q22318750,Molecular Function,glycerol dehydrogenase [NADP+] activity
661,Q22318766,Molecular Function,GDP-6-deoxy-D-talose 4-dehydrogenase activity
662,Q22318795,Molecular Function,cyclopentanol dehydrogenase activity
663,Q22318832,Molecular Function,hydroxymethylfurfural reductase (NADH) activity
664,Q22318890,Molecular Function,perillyl-alcohol dehydrogenase activity
665,Q22318893,Molecular Function,isopiperitenol dehydrogenase activity
666,Q22318927,Molecular Function,3-methylbutanol:NAD oxidoreductase activity
667,Q22318945,Molecular Function,(R)-2-hydroxyisocaproate dehydrogenase activity
668,Q22318949,Molecular Function,2-hydroxymethylglutarate dehydrogenase activity
669,Q22318998,Molecular Function,octanol dehydrogenase activity
670,Q22319027,Molecular Function,galactose 1-dehydrogenase activity
671,Q22319071,Molecular Function,chlorophyll(ide) b reductase activity
672,Q22319094,Molecular Function,2-dehydropantolactone reductase activity
673,Q22319188,Molecular Function,D-2-hydroxy-acid dehydrogenase activity
674,Q22319197,Molecular Function,cellobiose dehydrogenase (acceptor) activity
675,Q22319214,Molecular Function,2-methylacyl-CoA dehydrogenase activity
676,Q22319300,Molecular Function,tetrahydroberberine oxidase activity
677,Q22319330,Molecular Function,dihydroorotate oxidase activity
678,Q22319368,Molecular Function,red chlorophyll catabolite reductase activity
679,Q22319381,Molecular Function,phosphatidylcholine desaturase activity
680,Q22319503,Molecular Function,anthocyanidin reductase activity
681,Q22319543,Molecular Function,lariciresinol reductase activity
682,Q22319581,Molecular Function,acryloyl-CoA reductase activity
683,Q22319659,Molecular Function,4-methyloctanoyl-CoA dehydrogenase activity
684,Q22319759,Molecular Function,cyclohexylamine oxidase activity
685,Q22319778,Molecular Function,2-hydroxylaminobenzoate reductase activity
686,Q22319806,Molecular Function,beta-alanopine dehydrogenase activity
687,Q22319811,Molecular Function,D-lysopine dehydrogenase activity
688,Q22319847,Molecular Function,isoproturon dimethylaminedehydrogenase activity
689,Q22319850,Molecular Function,glyphosate dehydrogenase activity
690,Q22319863,Molecular Function,3'-phosphoadenylylselenate reductase activity
691,Q22319870,Molecular Function,asparagusate reductase activity
692,Q22319891,Molecular Function,4-amino-2-nitroso-6-nitrotoluene reductase activity
693,Q22319892,Molecular Function,4-carboxy-4'-sulfoazobenzene reductase activity
694,Q22319901,Molecular Function,sulfite reductase (coenzyme F420) activity
695,Q22319902,Molecular Function,aflatoxin reductase (coenzyme F420) activity
696,Q22319905,Molecular Function,hydrogensulfite reductase activity
697,Q22319906,Molecular Function,sulfite reductase activity
698,Q22319912,Molecular Function,glutathione-cystine transhydrogenase activity
699,Q22319913,Molecular Function,enzyme-thiol transhydrogenase (glutathione-disulfide) activity
700,Q22319914,Molecular Function,glutathione-CoA-glutathione transhydrogenase activity
701,Q22319921,Molecular Function,hydroperoxide reductase activity
702,Q22319926,Molecular Function,sulfite dehydrogenase activity
703,Q22319929,Molecular Function,CoB--CoM heterodisulfide reductase activity
704,Q22319934,Molecular Function,nitrite reductase activity
705,Q22319943,Molecular Function,nitrate reductase (NADH) activity
706,Q22319946,Molecular Function,trimethylamine-N-oxide reductase (cytochrome c) activity
707,Q22319951,Molecular Function,nitroethane oxidase activity
708,Q22319952,Molecular Function,3-aci-nitropropanoate oxidase activity
709,Q22319961,Molecular Function,4-(dimethylamino)phenylazoxybenzene reductase activity
710,Q22319976,Molecular Function,hydroquinone:oxygen oxidoreductase activity
711,Q22319982,Molecular Function,catechol oxidase activity
712,Q22320015,Molecular Function,ecdysteroid 22-hydroxylase activity
713,Q22320027,Molecular Function,glutamic-type endopeptidase activity
714,Q22320028,Molecular Function,aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process
715,Q22320036,Molecular Function,zinc D-Ala-D-Ala carboxypeptidase activity
716,Q22320052,Molecular Function,mucinaminylserine mucinaminidase activity
717,Q22320072,Molecular Function,maltose-6'-phosphate glucosidase activity
718,Q22320086,Molecular Function,6-phospho-beta-glucosidase activity
719,Q22320093,Molecular Function,beta-apiosyl-beta-glucosidase activity
720,Q22320106,Molecular Function,glucosyl-N-acetylglucosamine glucosaminidase activity
721,Q22320128,Molecular Function,3-deoxyoctulosonase activity
722,Q22320132,Molecular Function,cyclomaltodextrinase activity
723,Q22320145,Molecular Function,exo-poly-alpha-galacturonosidase activity
724,Q22320146,Molecular Function,kappa-carrageenase activity
725,Q22320157,Molecular Function,glycuronidase activity
726,Q22320160,Molecular Function,limit dextrinase activity
727,Q22320172,Molecular Function,fructan beta-fructosidase activity
728,Q22320190,Molecular Function,beta-amylase activity
729,Q22320200,Molecular Function,polymannuronate hydrolase activity
730,Q22320208,Molecular Function,beta-D-fucosidase activity
731,Q22320213,Molecular Function,rRNA N-glycosylase activity
732,Q22320214,Molecular Function,ribosylpyrimidine nucleosidase activity
733,Q22320234,Molecular Function,DNA-3-methylbase glycosylase activity
734,Q22320240,Molecular Function,hypoxanthine DNA N-glycosylase activity
735,Q22320263,Molecular Function,mannosyl-inositol phosphorylceramide phospholipase activity
736,Q22320264,Molecular Function,mannosyl-diinositol phosphorylceramide phospholipase activity
737,Q22320277,Molecular Function,inositol pentakisphosphate phosphatase activity
738,Q22320282,Molecular Function,inositol-hexakisphosphate phosphatase activity
739,Q22320314,Molecular Function,2-deoxyglucose-6-phosphatase activity
740,Q22320317,Molecular Function,galactose-1-phosphate phosphatase activity
741,Q22320321,Molecular Function,3-deoxy-manno-octulosonate-8-phosphatase activity
742,Q22320332,Molecular Function,MAP kinase tyrosine phosphatase activity
743,Q22320370,Molecular Function,diisopropyl-fluorophosphatase activity
744,Q22320375,Molecular Function,limonin-D-ring-lactonase activity
745,Q22320376,Molecular Function,brefeldin A esterase activity
746,Q22320381,Molecular Function,phorbol-diester hydrolase activity
747,Q22320395,Molecular Function,poly(3-hydroxybutyrate) depolymerase activity
748,Q22320431,Molecular Function,Ser-tRNA(Thr) hydrolase activity
749,Q22320443,Molecular Function,fusarinine-C ornithinesterase activity
750,Q22320464,Molecular Function,disulfoglucosamine-6-sulfatase activity
751,Q22320465,Molecular Function,D-lactate-2-sulfatase activity
752,Q22320492,Molecular Function,ribonuclease IX activity
753,Q22320495,Molecular Function,ribonuclease IV activity
754,Q22320505,Molecular Function,ribonuclease U2 activity
755,Q22320508,Molecular Function,ribonuclease F activity
756,Q22320534,Molecular Function,S-succinylglutathione hydrolase activity
757,Q22320544,Molecular Function,acetoacetyl-CoA hydrolase activity
758,Q22320566,Molecular Function,beta-diketone hydrolase activity
759,Q22320568,Molecular Function,2-hydroxymuconate-semialdehyde hydrolase activity
760,Q22320577,Molecular Function,dihydrophloroglucinol hydrolase activity
761,Q22320580,Molecular Function,6-oxo-2-hydroxycyclohexane-1-carboxyl-CoA hydrolase activity
762,Q22320587,Molecular Function,6-hydroxy-3-succinoylpyridine hydrolase activity
763,Q22320595,Molecular Function,trans-chloroacrylic acid dehalogenase activity
764,Q22320603,Molecular Function,S-triazine hydrolase activity
765,Q22320615,Molecular Function,antimonite secondary active transmembrane transporter activity
766,Q22320616,Molecular Function,ATPase-coupled antimonite transmembrane transporter activity
767,Q22320628,Molecular Function,ABC-type nickel transporter activity
768,Q22320630,Molecular Function,ATPase-coupled polar amino acid-transporter activity
769,Q22320647,Molecular Function,ABC-type betaine transporter activity
770,Q22320664,Molecular Function,ABC-type bacteriocin transporter activity
771,Q22320666,Molecular Function,peptide transmembrane transporter activity
772,Q22320675,Molecular Function,ABC-type capsular-polysaccharide transporter activity
773,Q22320689,Molecular Function,ATPase-coupled organic acid transmembrane transporter activity
774,Q22320690,Molecular Function,ATPase-coupled carboxylic acid transmembrane transporter activity
775,Q22320695,Molecular Function,ATPase-coupled ectoine transmembrane transporter activity
776,Q22320696,Molecular Function,guanine transmembrane transporter activity
777,Q22320701,Molecular Function,oligosaccharide transmembrane transporter activity
778,Q22320747,Molecular Function,dGTP diphosphatase activity
779,Q22320786,Molecular Function,5'-3' RNA helicase activity
780,Q22320808,Molecular Function,nucleosome-dependent ATPase activity
781,Q22320819,Molecular Function,thiaminase activity
782,Q22320828,Molecular Function,thiocyanate hydrolase activity
783,Q22320839,Molecular Function,N-acetyldiaminopimelate deacetylase activity
784,Q22320844,Molecular Function,N-benzyloxycarbonylglycine hydrolase activity
785,Q22320852,Molecular Function,theanine hydrolase activity
786,Q22320859,Molecular Function,D-benzoylarginine-4-nitroanilide amidase activity
787,Q22320860,Molecular Function,arylalkyl acylamidase activity
788,Q22320873,Molecular Function,4-acetamidobutyrate deacetylase activity
789,Q22320878,Molecular Function,5-aminopentanamidase activity
790,Q22320882,Molecular Function,acetylputrescine deacetylase activity
791,Q22320892,Molecular Function,formylaspartate deformylase activity
792,Q22320900,Molecular Function,nicotinamidase activity
793,Q22320902,Molecular Function,6-aminohexanoate-dimer hydrolase activity
794,Q22320922,Molecular Function,histone deacetylase activity (H3-K4 specific)
795,Q22320932,Molecular Function,biuret amidohydrolase activity
796,Q22320936,Molecular Function,aculeacin-A deacylase activity
797,Q22320962,Molecular Function,methylguanidinase activity
798,Q22320964,Molecular Function,formimidoylaspartate deiminase activity
799,Q22320969,Molecular Function,amidinoaspartase activity
800,Q22320972,Molecular Function,guanidinoacetase activity
801,Q22320986,Molecular Function,N-succinylarginine dihydrolase activity
802,Q22320990,Molecular Function,sepiapterin deaminase activity
803,Q22320992,Molecular Function,1-pyrroline-4-hydroxy-2-carboxylate deaminase activity
804,Q22321000,Molecular Function,isoguanine deaminase activity
805,Q22321028,Molecular Function,gamma-aminovinylacetate deaminase activity
806,Q22321030,Molecular Function,aminohydroquinone monooxygenase activity
807,Q22321057,Molecular Function,benzothiazole-2-sulfonate hydrolase activity
808,Q22321077,Molecular Function,4-methylthiobutyl-desulfoglucosinolate sulfotransferase activity
809,Q22321099,Molecular Function,chondroitin sulfotransferase activity
810,Q22321103,Molecular Function,phenanthrol sulfotransferase activity
811,Q22321117,Molecular Function,3-oxoadipate CoA-transferase activity
812,Q22321118,Molecular Function,citramalate CoA-transferase activity
813,Q22321130,Molecular Function,acetyl-CoA:oxalate CoA-transferase
814,Q22321141,Molecular Function,NADH kinase activity
815,Q22321147,Molecular Function,phosphoglycerate kinase (GTP) activity
816,Q22321156,Molecular Function,inositol diphosphate tetrakisphosphate kinase activity
817,Q22321177,Molecular Function,phosphoenolpyruvate-glycerone phosphotransferase activity
818,Q22321192,Molecular Function,butyrate kinase activity
819,Q22321193,Molecular Function,hypotaurocyamine kinase activity
820,Q22321218,Molecular Function,allose kinase activity
821,Q22321227,Molecular Function,histone arginine kinase activity
822,Q22321228,Molecular Function,(deoxy)nucleoside-phosphate kinase activity
823,Q22321246,Molecular Function,autoinducer-2 kinase activity
824,Q22321271,Molecular Function,inositol tetrakisphosphate 6-kinase activity
825,Q22321279,Molecular Function,histone kinase activity (H2A-S1 specific)
826,Q22321288,Molecular Function,myosin heavy chain kinase activity
827,Q22321317,Molecular Function,phosphatidyltransferase activity
828,Q22321322,Molecular Function,1-alkenyl-2-acylglycerol choline phosphotransferase activity
829,Q22321334,Molecular Function,GDP-mannose:serine-protein mannose-1-phosphotransferase activity
830,Q22321338,Molecular Function,UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
831,Q22321340,Molecular Function,CDP-alcohol phosphatidyltransferase activity
832,Q22321349,Molecular Function,adenylylselenate kinase activity
833,Q22321352,Molecular Function,protein-N(PI)-phosphohistidine-D-glucosamine phosphotransferase system transporter activity
834,Q22321366,Molecular Function,galactitol transmembrane transporter activity
835,Q22321380,Molecular Function,sorbitol transmembrane transporter activity
836,Q22321395,Molecular Function,protein-phosphocysteine-glucose phosphotransferase system transporter activity
837,Q22321407,Molecular Function,UDP-N-acetylgalactosamine diphosphorylase activity
838,Q22321415,Molecular Function,GTP:coenzyme F420 guanyltransferase activity
839,Q22321416,Molecular Function,guanosine-triphosphate guanylyltransferase activity
840,Q22321428,Molecular Function,cytidylyltransferase activity
841,Q22321429,Molecular Function,N-methylphosphoethanolamine cytidylyltransferase activity
842,Q22321436,Molecular Function,keto-deoxynonulosonic acid (KDN) cytidylyltransferase activity
843,Q22321450,Molecular Function,sulfate adenylyltransferase activity
844,Q22321452,Molecular Function,sulfate adenylyltransferase (ADP) activity
845,Q22321474,Molecular Function,aminoglycoside 3''-adenylyltransferase activity
846,Q22321479,Molecular Function,cystathionine gamma-synthase activity
847,Q22321482,Molecular Function,thiamine pyridinylase activity
848,Q22321497,Molecular Function,all-trans-decaprenyl-diphosphate synthase activity
849,Q22321501,Molecular Function,dehydrodolichyl diphosphate synthase activity
850,Q22321505,Molecular Function,geranylgeranyl-diphosphate geranylgeranyltransferase activity
851,Q22321511,Molecular Function,homogentisate solanesyltransferase activity
852,Q22321513,Molecular Function,homogentisate farnesyltransferase activity
853,Q22321520,Molecular Function,adenosyl-fluoride synthase activity
854,Q22321521,Molecular Function,N2-(2-carboxyethyl)arginine synthase activity
855,Q22321524,Molecular Function,lavandulyl diphosphate synthase activity
856,Q22321547,Molecular Function,methionine-glyoxylate transaminase activity
857,Q22321555,Molecular Function,aromatic-amino-acid-glyoxylate transaminase activity
858,Q22321564,Molecular Function,pyridoxamine-pyruvate transaminase activity
859,Q22321588,Molecular Function,branched-chain amino acid:2-keto-4-methylthiobutyrate aminotransferase activity
860,Q22321592,Molecular Function,2-keto-4-methylthiobutyrate aminotransferase activity
861,Q22321596,Molecular Function,nicotianamine aminotransferase activity
862,Q22321650,Molecular Function,nicotinate-N-glucosyltransferase activity
863,Q22321661,Molecular Function,indoxyl-UDPG glucosyltransferase activity
864,Q22321693,Molecular Function,gibberellin beta-D-glucosyltransferase activity
865,Q22321719,Molecular Function,hydroxymandelonitrile glucosyltransferase activity
866,Q22321731,Molecular Function,N-acylsphingosine galactosyltransferase activity
867,Q22321758,Molecular Function,steroid N-acetylglucosaminyltransferase activity
868,Q22321858,Molecular Function,sphingolipid alpha-glucuronosyltransferase activity
869,Q22321936,Molecular Function,NAD+-dinitrogen-reductase ADP-D-ribosyltransferase activity
870,Q22321962,Molecular Function,urate-ribonucleotide phosphorylase activity
871,Q22321981,Molecular Function,deoxyuridine phosphorylase activity
872,Q22321997,Molecular Function,NAD(P)-serine ADP-ribosyltransferase activity
873,Q22322012,Molecular Function,beta-ribofuranosylaminobenzene 5'-phosphate synthase activity
874,Q22322126,Molecular Function,abequosyltransferase activity
875,Q22322151,Molecular Function,galactinol-sucrose galactosyltransferase activity
876,Q22322331,Molecular Function,heteroglycan 2-alpha-mannosyltransferase activity
877,Q22322509,Molecular Function,DNA beta-glucosyltransferase activity
878,Q22322667,Molecular Function,C-methyltransferase activity
879,Q22322746,Molecular Function,23S rRNA (adenine(2085)-N(6))-dimethyltransferase activity
880,Q22322889,Molecular Function,sterigmatocystin 7-O-methyltransferase activity
881,Q22322902,Molecular Function,trihydroxyferuloyl spermidine:S-adenosyl-L-methionine O-methyltransferase activity
882,Q22322975,Molecular Function,2-polyprenyl-6-hydroxyphenol O-methyltransferase activity
883,Q22323027,Molecular Function,5-methyltetrahydropteroyltri-L-glutamate-dependent methyltransferase activity
884,Q22323073,Molecular Function,phosphomethylethanolamine N-methyltransferase activity
885,Q22323320,Molecular Function,tetrahydrocolumbamine 2-O-methyltransferase activity
886,Q22323346,Molecular Function,glucuronoxylan 4-O-methyltransferase activity
887,Q22323362,Molecular Function,N-benzoyl-4-hydroxyanthranilate 4-O-methyltransferase activity
888,Q22323407,Molecular Function,isoorientin 3'-O-methyltransferase activity
889,Q22323438,Molecular Function,polysaccharide O-methyltransferase activity
890,Q22323447,Molecular Function,3'-hydroxy-N-methyl-(S)-coclaurine 4'-O-methyltransferase activity
891,Q22323459,Molecular Function,chlorophenol O-methyltransferase activity
892,Q22323474,Molecular Function,demethylmenaquinone methyltransferase activity
893,Q22323478,Molecular Function,cobalt-factor II C20-methyltransferase activity
894,Q22323489,Molecular Function,selenocysteine methyltransferase activity
895,Q22323491,Molecular Function,dimethylarsinite methyltransferase activity
896,Q22323500,Molecular Function,deoxycytidylate 5-hydroxymethyltransferase activity
897,Q22323506,Molecular Function,3-hydroxymethylcephem carbamoyltransferase activity
898,Q22323512,Molecular Function,macrophomate synthase activity
899,Q22323513,Molecular Function,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity
900,Q22323522,Molecular Function,D-alanine gamma-glutamyltransferase activity
901,Q22323533,Molecular Function,rosmarinate synthase activity
902,Q22323540,Molecular Function,phloroisovalerophenone synthase activity
903,Q22323542,Molecular Function,6-methylsalicylic acid synthase activity
904,Q22323558,Molecular Function,tartronate O-hydroxycinnamoyltransferase activity
905,Q22323560,Molecular Function,chlorogenate-glucarate O-hydroxycinnamoyltransferase activity
906,Q22323570,Molecular Function,phosphatidylcholine-dolichol O-acyltransferase activity
907,Q22323572,Molecular Function,triglyceride-sterol O-acyltransferase activity
908,Q22323578,Molecular Function,2-acylglycerol-3-phosphate O-acyltransferase activity
909,Q22323604,Molecular Function,trichothecene 3-O-acetyltransferase activity
910,Q22323612,Molecular Function,O-decanoyltransferase activity
911,Q22323615,Molecular Function,alcohol O-octanoyltransferase activity
912,Q22323631,Molecular Function,ergosterol O-acyltransferase activity
913,Q22323640,Molecular Function,glucosaminyl-phosphatidylinositol O-acyltransferase activity
914,Q22323646,Molecular Function,6'-deoxychalcone synthase activity
915,Q22323664,Molecular Function,S-succinyltransferase activity
916,Q22323667,Molecular Function,tetraketide alpha-pyrone synthase activity
917,Q22323677,Molecular Function,histidine N-acetyltransferase activity
918,Q22323680,Molecular Function,alpha-aminoadipate acetyltransferase activity
919,Q22323685,Molecular Function,aminoglycoside 6'-N-acetyltransferase activity
920,Q22323706,Molecular Function,histone acetyltransferase activity (H2B-K12 specific)
921,Q22323749,Molecular Function,phosphate:acyl-[acyl carrier protein] acyltransferase activity
922,Q22323753,Molecular Function,3-ketopimelyl-CoA thiolase activity
923,Q22323762,Molecular Function,2-ethylmalate synthase activity
924,Q22323780,Molecular Function,ubiquitin-calmodulin ligase activity
925,Q22323793,Molecular Function,Atg12 ligase activity
926,Q22323825,Molecular Function,medium-chain fatty acid-CoA ligase activity
927,Q22323846,Molecular Function,3-isopropenyl-6-oxoheptanoyl-CoA synthetase activity
928,Q22323855,Molecular Function,adipate-CoA ligase activity
929,Q22323864,Molecular Function,thiophene-2-carboxylate-CoA ligase activity
930,Q22323876,Molecular Function,6-carboxyhexanoate-CoA ligase activity
931,Q22323884,Molecular Function,[citrate (pro-3S)-lyase] ligase activity
932,Q22323885,Molecular Function,glutarate-CoA ligase activity
933,Q22323893,Molecular Function,trans-feruloyl-CoA synthase activity
934,Q22323895,Molecular Function,propionate-CoA ligase activity
935,Q22323896,Molecular Function,fosfomycin 2-glutathione ligase activity
936,Q22323898,Molecular Function,ribose-5-phosphate-ammonia ligase activity
937,Q22323901,Molecular Function,formate-dihydrofolate ligase activity
938,Q22323903,Molecular Function,biotin-[pyruvate-carboxylase] ligase activity
939,Q22323905,Molecular Function,acid-ammonia (or amide) ligase activity
940,Q22323920,Molecular Function,benzoate amino acid synthetase activity
941,Q22323921,Molecular Function,vanillate amino acid synthetase activity
942,Q22323966,Molecular Function,cycloeucalenol cycloisomerase activity
943,Q22323985,Molecular Function,2-hydroxytetrahydrofuran isomerase activity
944,Q22324007,Molecular Function,isopiperitenone delta-isomerase activity
945,Q22324011,Molecular Function,aconitate delta-isomerase activity
946,Q22324049,Molecular Function,oxidosqualene cyclase activity
947,Q22324056,Molecular Function,marneral synthase activity
948,Q22324066,Molecular Function,phosphoenolpyruvate mutase activity
949,Q22324087,Molecular Function,4-hydroxyphenylacetaldehyde-oxime isomerase activity
950,Q22324105,Molecular Function,protein-serine epimerase activity
951,Q22324108,Molecular Function,ornithine racemase activity
952,Q22324109,Molecular Function,phenylalanine racemase (ATP-hydrolyzing) activity
953,Q22324113,Molecular Function,lysine racemase activity
954,Q22324115,Molecular Function,lactate racemase activity
955,Q22324127,Molecular Function,N-acylglucosamine-6-phosphate 2-epimerase activity
956,Q22324135,Molecular Function,allulose 6-phosphate 3-epimerase activity
957,Q22324140,Molecular Function,alkylmercury lyase activity
958,Q22324141,Molecular Function,carbon phosphorus lyase activity
959,Q22324143,Molecular Function,carbon-halide lyase activity
960,Q22324146,Molecular Function,dichloromethane dehalogenase activity
961,Q22324147,Molecular Function,DDT-dehydrochlorinase activity
962,Q22324154,Molecular Function,halohydrin hydrogen-halide-lyase A activity
963,Q22324168,Molecular Function,phosphosulfolactate synthase activity
964,Q22324181,Molecular Function,phenylalanine decarboxylase activity
965,Q22324200,Molecular Function,sulfopyruvate decarboxylase activity
966,Q22324209,Molecular Function,2-hydroxyisobutyrate decarboxylase activity
967,Q22324211,Molecular Function,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity
968,Q22324231,Molecular Function,4-hydroxyphenylacetate decarboxylase activity
969,Q22324237,Molecular Function,glutaconyl-CoA decarboxylase activity
970,Q22324255,Molecular Function,lysine decarboxylase activity
971,Q22324260,Molecular Function,4-hydroxybenzoate decarboxylase activity
972,Q22324269,Molecular Function,phosphoketolase activity
973,Q22324271,Molecular Function,aliphatic (S)-hydroxynitrile lyase activity
974,Q22324280,Molecular Function,3-deoxy-D-manno-octulosonate aldolase activity
975,Q22324285,Molecular Function,benzoin aldolase activity
976,Q22324287,Molecular Function,fructose-6-phosphate phosphoketolase activity
977,Q22324297,Molecular Function,hexulose-6-phosphate synthase activity
978,Q22324325,Molecular Function,5-chloro-4-hydroxy-2-oxopentanate aldolase activity
979,Q22324327,Molecular Function,(1-methylpentyl)succinate synthase activity
980,Q22324331,Molecular Function,methylaspartate ammonia-lyase activity
981,Q22324332,Molecular Function,tyrosine ammonia-lyase activity
982,Q22324340,Molecular Function,phenylalanine ammonia-lyase activity
983,Q22324342,Molecular Function,diaminopropionate ammonia-lyase activity
984,Q22324358,Molecular Function,chondroitin AC lyase activity
985,Q22324368,Molecular Function,pectin lyase activity
986,Q22324381,Molecular Function,glucuronan lyase activity
987,Q22324384,Molecular Function,levopimaradiene synthase activity
988,Q22324416,Molecular Function,germacrene-D synthase activity
989,Q22324418,Molecular Function,(+)-delta-cadinene synthase activity
990,Q22324419,Molecular Function,aristolochene synthase activity
991,Q22324431,Molecular Function,kievitone hydratase activity
992,Q22324441,Molecular Function,oleate hydratase activity
993,Q22324450,Molecular Function,cyclohexyl-isocyanide hydratase activity
994,Q22324458,Molecular Function,(S)-2-methylmalate dehydratase activity
995,Q22324500,Molecular Function,trans-o-hydroxybenzylidenepyruvate hydratase-aldolase activity
996,Q22324501,Molecular Function,cyanide hydratase activity
997,Q22324522,Molecular Function,3-hydroxypropionyl-CoA dehydratase activity
998,Q22324525,Molecular Function,trans-4-(1'-hydroxynaphth-2'-yl)-2-oxobut-3-enoate hydratase-aldolase activity
999,Q22324526,Molecular Function,E-phenylitaconyl-CoA hydratase activity
1000,Q22324549,Molecular Function,dimethylnitrosamine demethylase activity
1001,Q22324601,Molecular Function,ferrichrome transmembrane transporter activity
1002,Q22324637,Molecular Function,high-affinity thiamine:proton symporter activity
1003,Q22324646,Molecular Function,bicyclomycin transmembrane transporter activity
1004,Q22324651,Molecular Function,anion:cation symporter activity
1005,Q22324676,Molecular Function,UDP-N-acetylgalactosamine transmembrane transporter activity
1006,Q22324680,Molecular Function,GDP-fucose transmembrane transporter activity
1007,Q22324682,Molecular Function,nucleoside:proton symporter activity
1008,Q22324692,Molecular Function,carbohydrate:cation symporter activity
1009,Q22324709,Molecular Function,trehalose:proton symporter activity
1010,Q22324713,Molecular Function,methylgalactoside transmembrane transporter activity
1011,Q22324727,Molecular Function,maltose transporting porin activity
1012,Q22324742,Molecular Function,galactarate transmembrane transporter activity
1013,Q22324760,Molecular Function,fucose transmembrane transporter activity
1014,Q22324781,Molecular Function,long-chain fatty acid transporting porin activity
1015,Q22324801,Molecular Function,group A colicin transmembrane transporter activity
1016,Q22324814,Molecular Function,proton motive force dependent protein transmembrane transporter activity
1017,Q22324819,Molecular Function,sulfur carrier activity
1018,Q22324828,Molecular Function,neutral amino acid:sodium symporter activity
1019,Q22324839,Molecular Function,succinate:fumarate antiporter activity
1020,Q22324851,Molecular Function,malonate(1-) transmembrane transporter activity
1021,Q22324862,Molecular Function,L-amino acid efflux transmembrane transporter activity
1022,Q22324889,Molecular Function,lactate:proton symporter activity
1023,Q22324894,Molecular Function,secondary active monocarboxylate transmembrane transporter activity
1024,Q22324897,Molecular Function,glycolate transmembrane transporter activity
1025,Q22324909,Molecular Function,glycine betaine:proton symporter activity
1026,Q22324920,Molecular Function,selenite:proton symporter activity
1027,Q22324922,Molecular Function,anion:sodium symporter activity
1028,Q22324933,Molecular Function,solute:cation antiporter activity
1029,Q22324960,Molecular Function,high-affinity zinc transmembrane transporter activity
1030,Q22324966,Molecular Function,voltage-gated calcium channel activity involved in Purkinje myocyte cell action potential
1031,Q22324969,Molecular Function,light-activated ion channel activity
1032,Q22324975,Molecular Function,aluminum ion transmembrane transporter activity
